id;safra_abertura;cidade;estado;idade;sexo;limite_total;limite_disp;data; valor ;grupo_estabelecimento;cidade_estabelecimento;pais_estabelecimento
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;38438;3.06.2019;369,24;CIA AEREAS;SAO PAULO;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;38033;3.06.2019;405,18;CIA AEREAS;SAO PAULO;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;26711;19.07.2019;419,4;VESTUARIO;JUNDIAI;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;26547;19.07.2019;163,82;SUPERMERCADOS;JUNDIAI;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;26397;19.07.2019;149,99;VAREJO;JUNDIAI;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;36440;8.11.2019;297,5;SUPERMERCADOS;SAO PAULO;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;37727;31.08.2019;50;M.O.T.O.;BRASILIA;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;37577;1.09.2019;150;RESTAURANTE;BRASILIA;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;27130;18.07.2019;125,3;HOTEIS;CESARIO LANGE;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;39647;10.12.2019;9,77;SERVI‚O;SAO PAULO;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;34637;8.05.2019;102,61;FARMACIAS;BARUERI;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;35347;28.08.2019;204,23;POSTO DE GAS;SAO PAULO;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;33963;13.04.2019;77;ARTIGOS ELETRO;SAO PAULO;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;33808;13.05.2019;349,99;VESTUARIO;ITUPEVA;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;12614;28.01.2020;13.835,16;CIA AEREAS;SAO PAULO;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;11705;28.01.2020;909,09;AGENCIA DE TUR;GUARULHOS;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;36768;21.04.2020;145,17;SUPERMERCADOS;LOUVEIRA;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;36657;22.04.2020;111,7;VAREJO;LOUVEIRA;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;36593;22.04.2020;63,4;RESTAURANTE;LOUVEIRA;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;25864;8.02.2020;249,12;RESTAURANTE;JUNDIAI;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;25674;8.02.2020;190;SUPERMERCADOS;JUNDIAI;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;25499;9.02.2020;174,92;RESTAURANTE;JUNDIAI;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;25249;9.02.2020;249,99;VAREJO;JUNDIAI;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;25080;9.02.2020;169;VESTUARIO;JUNDIAI;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;27586;5.07.2019;23,97;POSTO DE GAS;SAO PAULO;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;27486;6.07.2019;100;POSTO DE GAS;SAO PAULO;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;27397;6.07.2019;89;RESTAURANTE;SAO PAULO;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;27337;6.07.2019;60,02;FARMACIAS;SAO PAULO;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;40000;22.03.2020;66,06;FARMACIAS;LOUVEIRA;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;37228;7.01.2020;390,5;RESTAURANTE;SAO SEBASTIAO;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;35285;18.01.2020;490;VAREJO;LOUVEIRA;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;35250;19.01.2020;34,9;VAREJO;JUNDIAI;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;34939;19.01.2020;311,41;RESTAURANTE;JUNDIAI;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;37055;5.11.2019;308,65;CIA AEREAS;BARUERI;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;20599;22.10.2019;24,92;ARTIGOS ELETRO;614-285-3455;OH
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;35594;20.11.2019;41,59;FARMACIAS;LOUVEIRA;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;39279;5.01.2020;257,23;VAREJO;LOUVEIRA;BR
6,06E+11;201711;LOUVEIRA              ;SP ;43;M;40000;38246;5.01.2020;1.033,36;SUPERMERCADOS;JUNDIAI;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;5768;5.08.2019;126,07;FARMACIAS;SAO JOSE DO;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;4366;15.01.2020;50;POSTO DE GAS;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;4466;9.01.2020;238,9;VESTUARIO;SAO JOSE DO;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;4416;9.01.2020;50,05;POSTO DE GAS;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;4111;7.03.2020;50;POSTO DE GAS;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;1712;25.10.2019;257,5;VAREJO;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;1688;25.10.2019;23,9;VAREJO;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;4174;25.07.2019;50;POSTO DE GAS;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;4749;22.02.2020;58,9;RESTAURANTE;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;7120;6.12.2019;50,06;POSTO DE GAS;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;5742;20.12.2019;89,53;POSTO DE GAS;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;2842;29.04.2020;145,68;FARMACIAS;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;4293;30.08.2019;48,9;RESTAURANTE;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;5127;4.07.2019;79,62;FARMACIAS;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;5077;4.07.2019;50;POSTO DE GAS;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;4898;22.08.2019;51,8;VAREJO;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;5716;8.08.2019;50;POSTO DE GAS;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;2572;6.04.2019;3.405,00;MOVEIS E DECOR;APARECIDA DO;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;2472;6.04.2019;100;MOVEIS E DECOR;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;1235;29.10.2019;29,85;VAREJO;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;6239;17.12.2019;137,9;VAREJO;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;4678;26.08.2019;50;POSTO DE GAS;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;6905;13.12.2019;155,26;FARMACIAS;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;4032;24.01.2020;100,71;SUPERMERCADOS;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;3963;24.01.2020;69,01;SUPERMERCADOS;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;6390;16.12.2019;430;SERVI‚O;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;3218;21.04.2020;282,59;VAREJO;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;4512;29.08.2019;165,88;VAREJO;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;5068;23.12.2019;132,58;RESTAURANTE;BALNEARIO CAM;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;2728;19.09.2019;81,25;VAREJO;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;2987;25.04.2020;230,6;VAREJO;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;5043;17.08.2019;112,6;VAREJO;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;4728;22.08.2019;169,99;VESTUARIO;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;7345;3.12.2019;141,8;VESTUARIO;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;7256;5.12.2019;89,29;FARMACIAS;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;7170;5.12.2019;86,2;VAREJO;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;4593;16.07.2019;124,3;VAREJO;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;4200;12.11.2019;410;VAREJO;OSASCO;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;4119;12.11.2019;81,08;FARMACIAS;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;5401;14.08.2019;68,19;VAREJO;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;4993;20.08.2019;50;POSTO DE GAS;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;3500;10.04.2020;44,4;RESTAURANTE;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;5831;20.12.2019;98,8;SERVI‚O;CURITIBA;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;8525;29.02.2020;99,8;MAT CONSTRUCAO;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;6139;18.12.2019;100;SUPERMERCADOS;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;6091;18.12.2019;47,8;SUPERMERCADOS;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;4458;30.08.2019;53,6;VAREJO;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;4445;30.08.2019;13;VESTUARIO;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;4402;30.08.2019;43,73;FARMACIAS;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;4717;5.07.2019;359,88;VESTUARIO;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;6013;2.08.2019;59,99;VAREJO;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;4883;16.10.2019;99;LOJA DE DEPART;SAO JOSE RIO;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;4982;16.10.2019;133,15;FARMACIAS;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;2525;7.05.2019;429;ARTIGOS ELETRO;ELDORADO DO S;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;4107;21.06.2019;200;VESTUARIO;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;5995;19.12.2019;96,06;FARMACIAS;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;5930;19.12.2019;65,2;VAREJO;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;5577;9.08.2019;139;VESTUARIO;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;5469;9.08.2019;107,3;VAREJO;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;3873;30.12.2019;1.000,00;MOVEIS E DECOR;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;2743;30.12.2019;1.129,80;ARTIGOS ELETRO;;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;6650;10.12.2019;50;POSTO DE GAS;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;2422;11.04.2019;50;POSTO DE GAS;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;2621;31.12.2019;121,6;MAT CONSTRUCAO;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;1648;28.10.2019;39,98;VESTUARIO;MAUA;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;1298;28.10.2019;349,99;VAREJO;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;1265;28.10.2019;33;VAREJO;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;3831;12.03.2020;279,91;VESTUARIO;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;3589;12.03.2020;242,7;VAREJO;CURITIBA;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;3539;12.03.2020;50;POSTO DE GAS;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;5632;21.12.2019;110;POSTO DE GAS;IBAITI;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;5587;21.12.2019;45;RESTAURANTE;Sao Jose dos;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;5491;21.12.2019;95,49;POSTO DE GAS;SAO JOSE DOS;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;5359;21.12.2019;132,17;SUPERMERCADOS;BALNEARIO CAM;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;5269;22.12.2019;90;VESTUARIO;BALNEARIO CAM;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;3336;9.09.2019;1.468,40;SERVI‚O;SAO PAULO;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;3104;9.09.2019;232;SERVI‚O;SAO PAULO;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;4161;3.03.2020;4.320,00;VAREJO;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;4973;26.12.2019;94,9;VAREJO;BALNEARIO CAM;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;4873;27.12.2019;100;POSTO DE GAS;SAO JOSE DOS;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;4139;18.01.2020;226,81;SUPERMERCADOS;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;5351;15.08.2019;50;POSTO DE GAS;SAO JOSE DO R;BR
8,61E+11;201602;SAO PAULO             ;SP ;53;F;9550;5156;15.08.2019;195,7;FARMACIAS;SAO JOSE DO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;5072;30.07.2019;36,82;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;5043;31.07.2019;29;FARMACIAS;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;6923;8.06.2019;13;SUPERMERCADOS;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;6873;8.06.2019;50;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;6828;9.06.2019;44,73;SUPERMERCADOS;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;6784;10.06.2019;44,28;VESTUARIO;BARUERI;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;2011;1101;21.12.2019;36,99;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;2011;1208;14.01.2020;18,5;FARMACIAS;RIO DE JANEIR;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;2011;1226;14.01.2020;46,95;FARMACIAS;RIO DE JANEIR;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;7500;2911;21.02.2020;83,9;SERVI‚O;Eden Prarie;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;7500;2872;22.02.2020;38,5;SUPERMERCADOS;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;2005;1176;29.09.2019;75,02;FARMACIAS;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;7500;2609;1.04.2020;87,7;M.O.T.O.;OSASCO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;5170;19.07.2019;9,99;VAREJO;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;2011;1605;21.11.2019;7,77;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;2011;1598;21.11.2019;7,77;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;2011;1590;21.11.2019;7,81;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;7500;82;31.03.2020;150;MOVEIS E DECOR;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;1600;1364;16.10.2019;20,82;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;1600;1366;16.10.2019;18,56;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;1600;1350;16.10.2019;7,98;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;1600;1275;16.10.2019;82,8;FARMACIAS;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;5618;22.08.2019;19,9;VAREJO;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;5519;23.08.2019;98,95;VAREJO;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;7500;3039;18.02.2020;41,7;SERVI‚O;5,51E+11;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;1600;391;25.10.2019;36,28;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;7500;5156;27.01.2020;3.087,00;AGENCIA DE TUR;RIO DE JANEIR;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;1600;1405;15.10.2019;36,03;SUPERMERCADOS;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;6034;10.07.2019;320;HOSP E CLINICA;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;7500;2184;5.05.2020;53,79;VAREJO;OSASCO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;7500;2238;4.05.2020;29,17;SUPERMERCADOS;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;7500;2493;8.04.2020;91,8;RESTAURANTE;OSASCO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;5299;26.08.2019;107,28;LOJA DE DEPART;SAO CAETANO D;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;7500;4487;12.02.2020;7,99;VAREJO;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;7500;4473;12.02.2020;13,98;VAREJO;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;1600;1178;17.10.2019;39,59;SERVI‚O;Sao Paulo;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;1600;918;17.10.2019;259,98;SERVI‚O;NITEROI;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;1600;911;18.10.2019;7,81;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;6585;10.09.2019;15,2;FARMACIAS;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;7500;2856;23.02.2020;7,93;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;7500;2857;23.02.2020;7,35;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;6112;26.09.2019;32,85;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;6197;25.09.2019;21;RESTAURANTE;JUNDIAI;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;6177;26.09.2019;19,61;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;2011;1417;12.12.2019;239,98;SERVI‚O;NITEROI;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;6000;232;28.03.2020;955,37;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;2011;1148;14.01.2020;59,96;SUPERMERCADOS;RIO DE JANEIR;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;1600;428;25.10.2019;94,92;SUPERMERCADOS;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;7500;4495;8.02.2020;31;VESTUARIO;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;5824;22.04.2019;62,97;VESTUARIO;RIO DE JANEIR;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;5841;20.08.2019;23,99;FARMACIAS;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;5833;20.08.2019;7,66;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;5758;20.08.2019;74,38;SUPERMERCADOS;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;5751;20.08.2019;7,67;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;5994;22.06.2019;36,55;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;5959;22.06.2019;34,99;VAREJO;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;5939;22.06.2019;19,9;VAREJO;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;5926;23.06.2019;13,28;VAREJO;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;5756;24.06.2019;169,8;SERVI‚O;SALVADOR;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;6001;6.04.2019;35,6;VESTUARIO;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;5973;6.04.2019;27,75;VAREJO;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;5927;6.04.2019;45,89;FARMACIAS;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;6445;18.09.2019;18,74;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;6447;18.09.2019;16,81;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;1600;522;24.10.2019;14,09;SUPERMERCADOS;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;5916;17.08.2019;35,5;SERVI‚O;Sao Paulo;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;5880;18.08.2019;35,9;FARMACIAS;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;5872;19.08.2019;7,61;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;5864;19.08.2019;7,65;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;1600;1608;7.10.2019;9;SEM RAMO;BELO HORIZONT;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;6037;15.08.2019;7,66;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;6030;15.08.2019;7,13;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;6023;15.08.2019;7,64;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;6012;15.08.2019;10,49;VAREJO;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;6004;15.08.2019;7,65;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;2011;1693;12.12.2019;146,34;M.O.T.O.;CURITIBA;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;2011;1657;12.12.2019;35,9;FARMACIAS;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;2011;1779;24.11.2019;5,42;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;7500;2100;16.04.2020;50,12;SERVI‚O;RIO DE JANEIR;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;7500;1857;16.04.2020;242,98;SERVI‚O;RIO DE JANEIR;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;7500;1810;17.04.2020;33,89;VAREJO;OSASCO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;2011;1175;19.12.2019;209,8;FARMACIAS;SANTO ANDRE;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;6483;15.09.2019;7,65;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;5210;19.07.2019;31,78;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;5180;19.07.2019;30,24;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;6053;14.08.2019;7,61;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;6045;14.08.2019;7,65;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;1600;895;21.10.2019;8,33;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;1600;893;21.10.2019;9,56;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;1600;881;21.10.2019;11,36;SERVI‚O;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;1600;870;21.10.2019;11,44;SUPERMERCADOS;SAO PAULO;BR
3,31E+11;201609;SAO PAULO             ;SP ;31;M;5500;6482;15.09.2019;8,78;SERVI‚O;SAO PAULO;BR
